id,c_patente_aduanal,fecha_inicio_vigencia,fecha_fin_vigencia
catalogos_patente2064,3856,2003-06-03,
catalogos_patente2065,3857,2003-06-09,
catalogos_patente2066,3858,2003-06-04,
catalogos_patente2067,3859,2004-05-31,
catalogos_patente2068,3860,2003-08-14,
catalogos_patente2069,3861,2003-08-28,
catalogos_patente2070,3862,2003-11-14,
catalogos_patente2071,3863,2003-11-25,
catalogos_patente2072,3864,2004-05-26,
catalogos_patente2073,3865,2004-04-26,
catalogos_patente2074,3866,2004-01-19,
catalogos_patente2075,3867,2004-05-31,
catalogos_patente2076,3868,2004-05-10,
catalogos_patente2077,3869,2004-09-08,
catalogos_patente2078,3870,2004-03-19,
catalogos_patente2079,3871,2004-05-31,
catalogos_patente2080,3872,2004-06-14,
catalogos_patente2081,3873,2005-05-16,
catalogos_patente2082,3874,2004-06-21,
catalogos_patente2083,3875,2004-10-12,
catalogos_patente2084,3876,2004-08-30,
catalogos_patente2085,3877,2004-10-28,
catalogos_patente2086,3878,2004-10-06,
catalogos_patente2087,3879,2005-05-04,
catalogos_patente2088,3880,2005-07-12,
catalogos_patente2089,3881,2005-01-03,
catalogos_patente2090,3882,2005-05-06,
catalogos_patente2091,3883,2005-02-07,
catalogos_patente2092,3884,2005-02-09,
catalogos_patente2093,3885,2005-06-14,
catalogos_patente2094,3886,2005-07-04,
catalogos_patente2095,3887,2005-08-03,
catalogos_patente2096,3888,2005-09-05,
catalogos_patente2097,3889,2005-11-03,
catalogos_patente2098,3890,2005-10-10,
catalogos_patente2099,3891,2005-09-23,
catalogos_patente2100,3892,2005-09-20,
catalogos_patente2101,3893,2005-09-14,
catalogos_patente2102,3894,2005-10-03,
catalogos_patente2103,3895,2005-10-17,
catalogos_patente2104,3896,2005-10-24,
catalogos_patente2105,3897,2006-03-15,
catalogos_patente2106,3898,2006-02-20,
catalogos_patente2107,3899,2006-03-28,
catalogos_patente2108,3900,2006-05-03,
catalogos_patente2109,3901,2006-07-14,
catalogos_patente2110,3902,2006-08-02,
catalogos_patente2111,3903,2006-08-17,
catalogos_patente2112,3904,2006-11-09,
catalogos_patente2113,3905,2006-10-20,
catalogos_patente2114,3906,2006-08-17,
catalogos_patente2115,3907,2006-08-30,
catalogos_patente2116,3908,2006-08-30,
catalogos_patente2117,3909,2006-10-02,
catalogos_patente2118,3910,2006-10-03,
catalogos_patente2119,3911,2006-11-13,
catalogos_patente2120,3912,2006-10-20,
catalogos_patente2121,3913,2006-11-30,
catalogos_patente2122,3914,2006-12-14,
catalogos_patente2123,3915,2007-03-09,
catalogos_patente2124,3916,2007-01-09,
catalogos_patente2125,3917,2007-01-11,
catalogos_patente2126,3918,2007-01-10,
catalogos_patente2127,3919,2007-04-09,
catalogos_patente2128,3920,2007-03-23,
catalogos_patente2129,3921,2007-04-30,
catalogos_patente2130,3922,2007-05-15,
catalogos_patente2131,3923,2007-05-25,
catalogos_patente2132,3924,2007-05-21,
catalogos_patente2133,3925,2007-06-06,
catalogos_patente2134,3926,2007-07-23,
catalogos_patente2135,3927,2007-09-07,
catalogos_patente2136,3928,2007-10-02,
catalogos_patente2137,3929,2007-08-21,
catalogos_patente2138,3930,2007-10-26,
catalogos_patente2139,3931,2007-10-04,
catalogos_patente2140,3932,2007-12-10,
catalogos_patente2141,3933,2008-01-28,
catalogos_patente2142,3934,2008-02-08,
catalogos_patente2143,3935,2008-03-25,
catalogos_patente2144,3936,2008-05-12,
catalogos_patente2145,3937,2008-04-21,
catalogos_patente2146,3938,2008-05-19,
catalogos_patente2147,3939,2008-05-19,
catalogos_patente2148,3940,2008-06-13,
catalogos_patente2149,3941,2008-07-01,
catalogos_patente2150,3942,2008-07-16,
catalogos_patente2151,3943,2008-07-16,
catalogos_patente2152,3944,2008-06-27,
catalogos_patente2153,3945,2008-07-04,
catalogos_patente2154,3946,2008-07-28,
catalogos_patente2155,3947,2008-08-20,
catalogos_patente2156,3948,2008-08-04,
catalogos_patente2157,3949,2008-09-19,
catalogos_patente2158,3950,2008-08-25,
catalogos_patente2159,3951,2008-09-05,
catalogos_patente2160,3952,2008-10-16,
catalogos_patente2161,3953,2008-09-25,
catalogos_patente2162,3954,2008-11-03,
catalogos_patente2163,3955,2008-10-20,
catalogos_patente2164,3956,2008-11-06,
catalogos_patente2165,3957,2008-10-07,
catalogos_patente2166,3958,2009-02-03,
catalogos_patente2167,3959,2008-10-30,
catalogos_patente2168,3960,2008-11-03,
catalogos_patente2169,3961,2008-12-11,
catalogos_patente2170,3962,2009-04-01,
catalogos_patente2171,3963,2009-03-25,
catalogos_patente2172,3964,2009-05-15,
catalogos_patente2173,3965,2009-06-16,
catalogos_patente2174,3966,2009-05-14,
catalogos_patente2175,3967,2009-05-12,
catalogos_patente2176,3968,2009-06-08,
catalogos_patente2177,3969,2009-06-17,
catalogos_patente2178,3970,2009-07-01,
catalogos_patente2179,3971,2009-07-14,
catalogos_patente2180,3972,2009-06-25,
catalogos_patente2181,3973,2009-10-05,
catalogos_patente2182,3974,2009-09-22,
catalogos_patente2183,3975,2009-09-17,
catalogos_patente2184,3976,2010-01-29,
catalogos_patente2185,3977,2009-10-21,
catalogos_patente2186,3978,2009-11-17,
catalogos_patente2187,3979,2010-01-11,
catalogos_patente2188,3980,2010-03-12,
catalogos_patente2189,3981,2010-03-10,
catalogos_patente2190,3982,2010-04-23,
catalogos_patente2191,3983,2010-04-29,
catalogos_patente2192,3984,2010-04-29,
catalogos_patente2193,3985,2010-09-21,
catalogos_patente2194,3986,2010-09-13,
catalogos_patente2195,3987,2010-10-01,
catalogos_patente2196,3988,2010-10-20,
catalogos_patente2197,3989,2010-11-22,
catalogos_patente2198,3990,2010-10-19,
catalogos_patente2199,3991,2010-10-21,
catalogos_patente2200,3992,2010-10-11,
catalogos_patente2201,3993,2010-12-01,
catalogos_patente2202,3994,2010-12-01,
catalogos_patente2203,3995,2011-01-13,
catalogos_patente2204,3996,2011-01-07,
catalogos_patente2205,3997,2011-01-27,
catalogos_patente2206,3998,2011-01-26,
catalogos_patente2207,3999,2011-02-15,
catalogos_patente2208,4001,2001-12-21,
catalogos_patente2209,4002,2002-01-02,
catalogos_patente2210,4003,2001-12-21,
catalogos_patente2211,4004,2001-12-21,
catalogos_patente2212,4005,2001-12-21,
catalogos_patente2213,4006,2001-12-21,
catalogos_patente2214,4007,2001-12-21,
catalogos_patente2215,4008,2001-12-21,
catalogos_patente2216,4009,2001-12-21,
catalogos_patente2217,4011,2002-08-27,
catalogos_patente2218,4012,2001-12-21,
catalogos_patente2219,4013,2001-12-21,
catalogos_patente2220,4014,2001-12-21,
catalogos_patente2221,4015,2001-12-21,
catalogos_patente2222,4016,2001-12-21,
catalogos_patente2223,4017,2001-12-21,
catalogos_patente2224,4018,2001-12-31,
catalogos_patente2225,4019,2001-12-21,
catalogos_patente2226,4020,2002-08-22,
catalogos_patente2227,4021,2001-12-21,
catalogos_patente2228,4022,2001-12-21,
catalogos_patente2229,4023,2001-12-21,
catalogos_patente2230,4024,2001-12-21,
catalogos_patente2231,4025,2002-01-02,
catalogos_patente2232,4026,2001-12-21,
catalogos_patente2233,4027,2001-12-21,
catalogos_patente2234,4028,2004-04-07,
catalogos_patente2235,4029,2002-01-02,
catalogos_patente2236,4030,2002-01-02,
catalogos_patente2237,4031,2002-01-02,
catalogos_patente2238,4032,2002-01-02,
catalogos_patente2239,4033,2001-12-21,
catalogos_patente2240,4035,2002-01-02,
catalogos_patente2241,4036,2001-12-21,
catalogos_patente2242,4037,2002-01-02,
catalogos_patente2243,4038,2002-01-02,
catalogos_patente2244,4039,2002-01-02,
catalogos_patente2245,4040,2002-08-20,
catalogos_patente2246,4041,2002-10-15,
catalogos_patente2247,4042,2002-01-02,
catalogos_patente2248,4043,2002-01-02,
catalogos_patente2249,4044,2002-01-02,
catalogos_patente2250,4045,2002-01-02,
catalogos_patente2251,4046,2002-08-26,
catalogos_patente2252,4047,2002-01-02,
catalogos_patente2253,4048,2002-01-02,
catalogos_patente2254,4049,2002-08-12,
catalogos_patente2255,4050,2001-12-21,
catalogos_patente2256,4052,2002-01-02,
catalogos_patente2257,4054,2002-10-31,
catalogos_patente2258,4055,2002-08-19,
catalogos_patente2259,4056,2002-08-26,
catalogos_patente2260,4057,2002-07-25,
catalogos_patente2261,4058,2002-01-02,
catalogos_patente2262,4059,2002-01-02,
catalogos_patente2263,4060,2002-08-26,
catalogos_patente2264,4061,2002-08-20,
catalogos_patente2265,4063,2001-12-31,
catalogos_patente2266,4064,2002-01-02,
catalogos_patente2267,4066,2001-12-31,
catalogos_patente2268,4067,2001-12-21,
catalogos_patente2269,4068,2002-10-17,
catalogos_patente2270,4069,2002-01-02,
catalogos_patente2271,4070,2002-10-10,
catalogos_patente2272,4071,2004-05-19,
catalogos_patente2273,4072,2004-05-19,
catalogos_patente2274,4073,2002-08-21,
catalogos_patente2275,4074,2003-05-14,
catalogos_patente2276,4075,2003-05-30,
catalogos_patente2277,4076,2003-11-14,
catalogos_patente2278,4078,2004-05-19,
catalogos_patente2279,4079,2004-06-28,
catalogos_patente2280,4080,2004-07-06,
catalogos_patente2281,4081,2004-08-11,
catalogos_patente2282,4082,2004-07-23,
catalogos_patente2283,4083,2005-04-05,
catalogos_patente2284,4084,2005-09-05,
catalogos_patente2285,4085,2008-02-15,
catalogos_patente2286,4086,2012-04-24,
catalogos_patente2287,4087,2011-12-21,
catalogos_patente2288,4088,2012-05-29,
catalogos_patente2289,4089,2005-03-14,
catalogos_patente2290,4090,2005-06-21,
catalogos_patente2291,4091,2006-06-07,
catalogos_patente2292,4092,2006-07-04,
catalogos_patente2293,4093,2006-11-08,
catalogos_patente2294,4094,2007-05-03,
catalogos_patente2295,4095,2007-03-13,
catalogos_patente2296,4096,2007-08-22,
catalogos_patente2297,4098,2008-01-31,
catalogos_patente2298,4099,2008-06-11,
catalogos_patente2299,4100,2008-08-27,
catalogos_patente2300,4101,2010-07-01,
catalogos_patente2301,4102,2010-06-29,
catalogos_patente2302,4103,2010-07-26,
catalogos_patente2303,4104,2010-12-01,
catalogos_patente2304,4105,2011-06-13,
catalogos_patente2305,4106,2011-09-21,
catalogos_patente2306,4107,2012-09-17,
catalogos_patente2307,4108,2012-10-23,
catalogos_patente2308,4109,2013-04-26,
catalogos_patente2309,4110,2013-03-07,
catalogos_patente2310,4111,2013-07-23,
catalogos_patente2311,4112,2013-09-05,
catalogos_patente2312,4113,2013-11-04,
catalogos_patente2313,4114,2014-04-10,
catalogos_patente2314,4115,2014-05-16,
catalogos_patente2315,4116,2016-06-22,
catalogos_patente2316,4117,2015-07-06,
catalogos_patente2317,5001,2001-01-01,
catalogos_patente2318,5002,2002-08-22,
catalogos_patente2319,5003,2001-01-01,
catalogos_patente2320,5004,2001-01-01,
catalogos_patente2321,5005,2001-01-01,
catalogos_patente2322,5006,2001-01-01,
catalogos_patente2323,5007,2001-01-01,
catalogos_patente2324,5008,2001-01-01,
catalogos_patente2325,5009,2001-01-01,
catalogos_patente2326,5010,2001-01-01,
catalogos_patente2327,5011,2001-01-01,
catalogos_patente2328,5012,2001-01-01,
catalogos_patente2329,5013,2002-08-22,
catalogos_patente2330,5014,2001-01-01,
catalogos_patente2331,5015,2002-08-22,
catalogos_patente2332,5016,2001-01-01,
catalogos_patente2333,5017,2001-01-01,
catalogos_patente2334,5018,2001-01-01,
catalogos_patente2335,5019,2001-01-01,
catalogos_patente2336,5020,2001-01-01,
catalogos_patente2337,5021,2001-01-01,
catalogos_patente2338,5022,2001-01-01,
catalogos_patente2339,5023,2001-01-01,
catalogos_patente2340,5024,2001-01-01,
catalogos_patente2341,5025,2001-01-01,
catalogos_patente2342,5026,2001-01-01,
catalogos_patente2343,5027,2001-01-01,
catalogos_patente2344,5028,2001-01-01,
catalogos_patente2345,5029,2001-01-01,
catalogos_patente2346,5030,2001-01-01,
catalogos_patente2347,5031,2001-01-01,
catalogos_patente2348,5032,2001-01-01,
catalogos_patente2349,5033,2001-01-01,
catalogos_patente2350,5034,2001-01-01,
catalogos_patente2351,5035,2001-01-01,
catalogos_patente2352,5036,2001-01-01,
catalogos_patente2353,5037,2001-01-01,
catalogos_patente2354,5038,2001-01-01,
catalogos_patente2355,5039,2001-01-01,
catalogos_patente2356,5040,2001-01-01,
catalogos_patente2357,5041,2001-01-01,
catalogos_patente2358,5042,2001-01-01,
catalogos_patente2359,5043,2001-01-01,
catalogos_patente2360,5044,2001-01-01,
catalogos_patente2361,5045,2001-01-01,
catalogos_patente2362,5046,2001-01-01,
catalogos_patente2363,5047,2001-01-01,
catalogos_patente2364,5048,2001-01-01,
catalogos_patente2365,5049,2001-01-01,
catalogos_patente2366,5050,2001-01-01,
catalogos_patente2367,5051,2001-01-01,
catalogos_patente2368,5052,2001-01-01,
catalogos_patente2369,5053,2001-01-01,
catalogos_patente2370,5054,2001-01-01,
catalogos_patente2371,5055,2001-01-01,
catalogos_patente2372,5056,2001-01-01,
catalogos_patente2373,5057,2001-01-01,
catalogos_patente2374,5058,2001-01-01,
catalogos_patente2375,5059,2001-01-01,
catalogos_patente2376,5060,2001-01-01,
catalogos_patente2377,5061,2001-01-01,
catalogos_patente2378,5062,2001-01-01,
catalogos_patente2379,5063,2001-01-01,
catalogos_patente2380,5064,2001-01-01,
catalogos_patente2381,5065,2001-01-01,
catalogos_patente2382,5066,2001-01-01,
catalogos_patente2383,5067,2001-01-01,
catalogos_patente2384,5068,2001-01-01,
catalogos_patente2385,5069,2004-04-13,
catalogos_patente2386,5070,2001-01-01,
catalogos_patente2387,5071,2001-01-01,
catalogos_patente2388,5072,2001-01-01,
catalogos_patente2389,5073,2001-01-01,
catalogos_patente2390,5074,2001-01-01,
catalogos_patente2391,5075,2001-01-01,
catalogos_patente2392,5076,2001-01-01,
catalogos_patente2393,5077,2001-01-01,
catalogos_patente2394,5078,2001-01-01,
catalogos_patente2395,5079,2001-01-01,
catalogos_patente2396,5080,2001-01-01,
catalogos_patente2397,5081,2001-01-01,
catalogos_patente2398,5082,2001-01-01,
catalogos_patente2399,5083,2001-01-01,
catalogos_patente2400,5084,2001-01-01,
catalogos_patente2401,5085,2001-01-01,
catalogos_patente2402,5086,2001-01-01,
catalogos_patente2403,5087,2001-01-01,
catalogos_patente2404,5088,2001-01-01,
catalogos_patente2405,5089,2001-01-01,
catalogos_patente2406,5090,2001-01-01,
catalogos_patente2407,5091,2001-01-01,
catalogos_patente2408,5092,2001-01-01,
catalogos_patente2409,5093,2001-01-01,
catalogos_patente2410,5094,2001-01-01,
catalogos_patente2411,5095,2001-01-01,
catalogos_patente2412,5096,2001-01-01,
catalogos_patente2413,5098,2001-01-01,
catalogos_patente2414,5099,2001-01-01,
catalogos_patente2415,5100,2001-01-01,
catalogos_patente2416,5101,2001-01-01,
catalogos_patente2417,5102,2001-01-01,
catalogos_patente2418,5103,2001-01-01,
catalogos_patente2419,5104,2001-01-01,
catalogos_patente2420,5105,2001-01-01,
catalogos_patente2421,5106,2001-01-01,
catalogos_patente2422,5107,2001-01-01,
catalogos_patente2423,5108,2001-01-01,
catalogos_patente2424,5109,2001-01-01,
catalogos_patente2425,5110,2001-01-01,
catalogos_patente2426,5111,2001-01-01,
catalogos_patente2427,5112,2001-01-01,
catalogos_patente2428,5113,2001-01-01,
catalogos_patente2429,5114,2001-01-01,
catalogos_patente2430,5115,2001-01-01,
catalogos_patente2431,5116,2001-01-01,
catalogos_patente2432,5117,2001-01-01,
catalogos_patente2433,5118,2001-01-01,
catalogos_patente2434,5119,2001-01-01,
catalogos_patente2435,5120,2001-01-01,
catalogos_patente2436,5121,2001-01-01,
catalogos_patente2437,5122,2001-01-01,
catalogos_patente2438,5123,2001-01-01,
catalogos_patente2439,5124,2001-01-01,
catalogos_patente2440,5125,2001-01-01,
catalogos_patente2441,5126,2001-01-01,
catalogos_patente2442,5127,2001-01-01,
catalogos_patente2443,5128,2001-01-01,
catalogos_patente2444,5129,2001-01-01,
catalogos_patente2445,5130,2002-08-08,
catalogos_patente2446,5131,2001-01-01,
catalogos_patente2447,5132,2001-01-01,
catalogos_patente2448,5133,2001-01-01,
catalogos_patente2449,5134,2001-01-01,
catalogos_patente2450,5135,2001-01-01,
catalogos_patente2451,5136,2001-01-01,
catalogos_patente2452,5137,2001-01-01,
catalogos_patente2453,5138,2001-01-01,
catalogos_patente2454,5139,2001-01-01,
catalogos_patente2455,5140,2001-01-01,
catalogos_patente2456,5141,2001-01-01,
catalogos_patente2457,5142,2001-01-01,
catalogos_patente2458,5143,2001-01-01,
catalogos_patente2459,5148,2001-01-01,
catalogos_patente2460,5149,2001-01-01,
catalogos_patente2461,5150,2001-01-01,
catalogos_patente2462,5151,2001-01-01,
catalogos_patente2463,5152,2001-01-01,
catalogos_patente2464,5153,2001-01-01,
catalogos_patente2465,5154,2001-01-01,
catalogos_patente2466,5155,2001-01-01,
catalogos_patente2467,5156,2001-01-01,
catalogos_patente2468,5157,2001-01-01,
catalogos_patente2469,5158,2001-01-01,
catalogos_patente2470,5159,2001-01-01,
catalogos_patente2471,5160,2001-01-01,
catalogos_patente2472,5161,2001-01-01,
catalogos_patente2473,5162,2001-01-01,
catalogos_patente2474,5163,2001-01-01,
catalogos_patente2475,5164,2001-01-01,
catalogos_patente2476,5165,2001-01-01,
catalogos_patente2477,5166,2001-01-01,
catalogos_patente2478,5167,2001-01-01,
catalogos_patente2479,5168,2001-01-01,
catalogos_patente2480,5170,2001-01-01,
catalogos_patente2481,5171,2001-01-01,
catalogos_patente2482,5172,2001-01-01,
catalogos_patente2483,5173,2001-01-01,
catalogos_patente2484,5174,2001-01-01,
catalogos_patente2485,5175,2001-01-01,
catalogos_patente2486,5176,2001-01-01,
catalogos_patente2487,5177,2001-01-01,
catalogos_patente2488,5178,2001-01-01,
catalogos_patente2489,5179,2001-01-01,
catalogos_patente2490,5180,2001-01-01,
catalogos_patente2491,5181,2001-01-01,
catalogos_patente2492,5182,2001-01-01,
catalogos_patente2493,5183,2001-01-01,
catalogos_patente2494,5184,2001-01-01,
catalogos_patente2495,5185,2001-01-01,
catalogos_patente2496,5186,2001-01-01,
catalogos_patente2497,5187,2001-01-01,
catalogos_patente2498,5188,2001-01-01,
catalogos_patente2499,5189,2001-01-01,
catalogos_patente2500,5190,2001-01-01,
catalogos_patente2501,5191,2001-01-01,
catalogos_patente2502,5192,2001-01-01,
catalogos_patente2503,5193,2001-01-01,
catalogos_patente2504,5194,2001-01-01,
catalogos_patente2505,5195,2001-01-01,
catalogos_patente2506,5196,2001-01-01,
catalogos_patente2507,5197,2001-01-01,
catalogos_patente2508,5198,2001-01-01,
catalogos_patente2509,5199,2001-01-01,
catalogos_patente2510,5200,2001-01-01,
catalogos_patente2511,5201,2001-01-01,
catalogos_patente2512,5202,2001-01-01,
catalogos_patente2513,5203,2001-01-01,
catalogos_patente2514,5204,2001-01-01,
catalogos_patente2515,5205,2001-01-01,
catalogos_patente2516,5206,2001-01-01,
catalogos_patente2517,5207,2001-01-01,
catalogos_patente2518,5208,2001-01-01,
catalogos_patente2519,5209,2001-01-01,
catalogos_patente2520,5210,2001-01-01,
catalogos_patente2521,5211,2001-01-01,
catalogos_patente2522,5212,2001-01-01,
catalogos_patente2523,5213,2001-01-01,
catalogos_patente2524,5214,2001-01-01,
catalogos_patente2525,5215,2001-01-01,
catalogos_patente2526,5216,2001-01-01,
catalogos_patente2527,5217,2001-01-01,
catalogos_patente2528,5218,2001-01-01,
catalogos_patente2529,5219,2001-01-01,
catalogos_patente2530,5220,2001-01-01,
catalogos_patente2531,5221,2001-01-01,
catalogos_patente2532,5222,2001-01-01,
catalogos_patente2533,5223,2001-01-01,
catalogos_patente2534,5224,2001-01-01,
catalogos_patente2535,5225,2001-01-01,
catalogos_patente2536,5226,2001-01-01,
catalogos_patente2537,5227,2001-01-01,
catalogos_patente2538,5228,2001-01-01,
catalogos_patente2539,5229,2001-01-01,
catalogos_patente2540,5230,2001-01-01,
catalogos_patente2541,5231,2001-01-01,
catalogos_patente2542,5233,2001-01-01,
catalogos_patente2543,5234,2001-01-01,
catalogos_patente2544,5235,2001-01-01,
catalogos_patente2545,5236,2001-01-01,
catalogos_patente2546,5237,2001-01-01,
catalogos_patente2547,5238,2001-01-01,
catalogos_patente2548,5239,2001-01-01,
catalogos_patente2549,5240,2004-04-15,
catalogos_patente2550,5241,2001-01-01,
catalogos_patente2551,5242,2001-01-01,
catalogos_patente2552,5243,2001-12-31,
catalogos_patente2553,5244,2001-01-01,
catalogos_patente2554,5245,2001-01-01,
catalogos_patente2555,5246,2001-01-01,
catalogos_patente2556,5247,2001-01-01,
catalogos_patente2557,5248,2001-01-01,
catalogos_patente2558,5249,2001-01-01,
catalogos_patente2559,5250,2001-01-01,
catalogos_patente2560,5251,2001-01-01,
catalogos_patente2561,5252,2001-01-01,
catalogos_patente2562,5253,2002-08-22,
catalogos_patente2563,5254,2002-08-23,
catalogos_patente2564,5255,2002-08-23,
catalogos_patente2565,5256,2001-01-01,
catalogos_patente2566,5257,2001-01-01,
catalogos_patente2567,5258,2001-01-01,
catalogos_patente2568,5259,2001-01-01,
catalogos_patente2569,5260,2001-01-01,
catalogos_patente2570,5261,2002-08-20,
catalogos_patente2571,5262,2001-01-01,
catalogos_patente2572,5263,2002-08-23,
catalogos_patente2573,5264,2002-08-23,
catalogos_patente2574,5265,2001-01-01,
catalogos_patente2575,5266,2002-08-23,
catalogos_patente2576,5267,2002-08-08,
catalogos_patente2577,5268,2001-01-01,
catalogos_patente2578,5269,2001-01-01,
catalogos_patente2579,5270,2001-01-01,
catalogos_patente2580,5271,2002-05-27,
catalogos_patente2581,5272,2002-08-23,
catalogos_patente2582,5273,2002-08-23,
catalogos_patente2583,5274,2002-08-28,
catalogos_patente2584,5275,2002-10-15,
catalogos_patente2585,5276,2002-08-23,
catalogos_patente2586,5277,2001-01-01,
catalogos_patente2587,5278,2013-08-20,
catalogos_patente2588,5280,2013-09-06,
catalogos_patente2589,5281,2002-08-08,
catalogos_patente2590,5282,2001-01-01,
catalogos_patente2591,5283,2002-08-08,
catalogos_patente2592,5284,2001-01-01,
catalogos_patente2593,5286,2001-01-01,
catalogos_patente2594,5287,2001-01-01,
catalogos_patente2595,5288,2002-08-09,
catalogos_patente2596,5289,2002-08-23,
catalogos_patente2597,5290,2002-01-02,
catalogos_patente2598,5291,2002-08-23,
catalogos_patente2599,5292,2002-08-23,
catalogos_patente2600,5293,2002-08-28,
catalogos_patente2601,5294,2001-01-01,
catalogos_patente2602,5295,2001-01-01,
catalogos_patente2603,5296,2001-01-01,
catalogos_patente2604,5297,2001-01-01,
catalogos_patente2605,5298,2001-01-01,
catalogos_patente2606,5299,2002-08-23,
catalogos_patente2607,5300,2001-01-01,
catalogos_patente2608,5302,2001-01-01,
catalogos_patente2609,5303,2002-08-23,
catalogos_patente2610,5304,2002-01-02,
catalogos_patente2611,5305,2002-08-23,
catalogos_patente2612,5307,2001-01-01,
catalogos_patente2613,5308,2001-01-01,
catalogos_patente2614,5309,2002-08-08,
catalogos_patente2615,5310,2002-08-23,
catalogos_patente2616,5311,2001-01-01,
catalogos_patente2617,5312,2001-01-01,
catalogos_patente2618,5313,2001-01-01,
catalogos_patente2619,5314,2002-08-23,
catalogos_patente2620,5315,2001-01-01,
catalogos_patente2621,5316,2001-01-01,
catalogos_patente2622,5317,2001-01-01,
catalogos_patente2623,5318,2002-08-21,
catalogos_patente2624,5319,2001-01-01,
catalogos_patente2625,5320,2001-01-01,
catalogos_patente2626,5321,2002-08-14,
catalogos_patente2627,5322,2002-08-27,
catalogos_patente2628,5323,2001-01-01,
catalogos_patente2629,5324,2001-01-01,
catalogos_patente2630,5325,2001-01-01,
catalogos_patente2631,5326,2001-01-01,
catalogos_patente2632,5327,2002-10-17,
catalogos_patente2633,5328,2002-08-20,
catalogos_patente2634,5330,2001-01-01,
catalogos_patente2635,5331,2002-08-26,
catalogos_patente2636,5332,2001-01-01,
catalogos_patente2637,5333,2002-08-26,
catalogos_patente2638,5334,2002-01-02,
catalogos_patente2639,5335,2002-08-27,
catalogos_patente2640,5338,2001-01-01,
catalogos_patente2641,5339,2001-01-01,
catalogos_patente2642,5340,2002-08-26,
catalogos_patente2643,5341,2001-01-01,
catalogos_patente2644,5342,2001-01-01,
catalogos_patente2645,5343,2002-08-26,
catalogos_patente2646,5344,2001-01-01,
catalogos_patente2647,5345,2001-01-01,
catalogos_patente2648,5346,2001-01-01,
catalogos_patente2649,5348,2002-01-01,
catalogos_patente2650,5350,2002-08-16,
catalogos_patente2651,5351,2002-08-23,
catalogos_patente2652,5352,2001-01-01,
catalogos_patente2653,5353,2002-01-02,
catalogos_patente2654,5354,2002-08-23,
catalogos_patente2655,5355,2002-08-23,
catalogos_patente2656,5356,2002-08-23,
catalogos_patente2657,5357,2002-08-23,
catalogos_patente2658,5358,2001-01-01,
catalogos_patente2659,5359,2001-01-01,
catalogos_patente2660,5360,2001-01-01,
catalogos_patente2661,5361,2001-01-01,
catalogos_patente2662,5362,2002-01-03,
catalogos_patente2663,5363,2002-08-23,
catalogos_patente2664,5364,2002-07-24,
catalogos_patente2665,5365,2002-08-23,
catalogos_patente2666,5366,2002-08-23,
catalogos_patente2667,5367,2001-01-01,
catalogos_patente2668,5368,2001-01-01,
catalogos_patente2669,5369,2001-01-01,
catalogos_patente2670,5370,2002-08-23,
catalogos_patente2671,5371,2002-08-23,
catalogos_patente2672,5372,2002-08-08,
catalogos_patente2673,5373,2002-10-15,
catalogos_patente2674,5374,2002-08-26,
catalogos_patente2675,5375,2001-01-01,
catalogos_patente2676,5376,2001-01-01,
catalogos_patente2677,5377,2001-01-01,
catalogos_patente2678,5378,2002-08-26,
catalogos_patente2679,5379,2001-01-01,
catalogos_patente2680,5380,2002-08-26,
catalogos_patente2681,5381,2002-08-26,
catalogos_patente2682,5382,2001-01-01,
catalogos_patente2683,5383,2001-01-01,
catalogos_patente2684,5384,2002-08-08,
catalogos_patente2685,5385,2001-01-01,
catalogos_patente2686,5386,2002-08-26,
catalogos_patente2687,5387,2002-08-26,
catalogos_patente2688,5388,2002-08-13,
catalogos_patente2689,5389,2001-01-01,
catalogos_patente2690,5390,2002-08-08,
catalogos_patente2691,5391,2001-01-01,
catalogos_patente2692,5392,2001-01-01,
catalogos_patente2693,5393,2002-08-26,
catalogos_patente2694,5394,2002-08-26,
catalogos_patente2695,5395,2002-08-26,
catalogos_patente2696,5396,2002-08-26,
catalogos_patente2697,5397,2002-08-26,
catalogos_patente2698,5398,2002-08-26,
catalogos_patente2699,5399,2001-01-01,
catalogos_patente2700,5400,2002-08-26,
catalogos_patente2701,5401,2001-01-01,
catalogos_patente2702,5402,2002-08-26,
catalogos_patente2703,5403,2001-01-01,
catalogos_patente2704,5404,2001-01-01,
catalogos_patente2705,5405,2001-01-01,
catalogos_patente2706,5406,2002-08-26,
catalogos_patente2707,5407,2001-01-01,
catalogos_patente2708,5408,2001-01-01,
catalogos_patente2709,5409,2001-01-01,
catalogos_patente2710,5410,2002-08-26,
catalogos_patente2711,5411,2001-01-01,
catalogos_patente2712,5412,2002-08-19,
catalogos_patente2713,5413,2001-01-01,
catalogos_patente2714,5414,2002-08-26,
catalogos_patente2715,5415,2002-08-26,
catalogos_patente2716,5416,2002-08-08,
catalogos_patente2717,5417,2002-08-27,
catalogos_patente2718,5418,2002-01-03,
catalogos_patente2719,5419,2001-01-01,
catalogos_patente2720,5420,2002-08-26,
catalogos_patente2721,5421,2001-01-01,
catalogos_patente2722,5422,2001-01-01,
catalogos_patente2723,5423,2002-01-03,
catalogos_patente2724,5424,2001-01-01,
catalogos_patente2725,5425,2002-08-23,
catalogos_patente2726,5426,2001-01-01,
catalogos_patente2727,5427,2001-01-01,
